table_schema,table_name,column_name,ordinal_position,data_type,character_maximum_length,is_nullable,column_default,is_identity
information_schema,user_defined_types,interval_type,26,character varying,null,YES,null,NO
information_schema,user_defined_types,interval_precision,27,integer,null,YES,null,NO
information_schema,user_defined_types,source_dtd_identifier,28,name,null,YES,null,NO
information_schema,user_defined_types,ref_dtd_identifier,29,name,null,YES,null,NO
information_schema,user_mapping_options,authorization_identifier,1,name,null,YES,null,NO
information_schema,user_mapping_options,foreign_server_catalog,2,name,null,YES,null,NO
information_schema,user_mapping_options,foreign_server_name,3,name,null,YES,null,NO
information_schema,user_mapping_options,option_name,4,name,null,YES,null,NO
information_schema,user_mapping_options,option_value,5,character varying,null,YES,null,NO
information_schema,user_mappings,authorization_identifier,1,name,null,YES,null,NO
information_schema,user_mappings,foreign_server_catalog,2,name,null,YES,null,NO
information_schema,user_mappings,foreign_server_name,3,name,null,YES,null,NO
information_schema,view_column_usage,view_catalog,1,name,null,YES,null,NO
information_schema,view_column_usage,view_schema,2,name,null,YES,null,NO
information_schema,view_column_usage,view_name,3,name,null,YES,null,NO
information_schema,view_column_usage,table_catalog,4,name,null,YES,null,NO
information_schema,view_column_usage,table_schema,5,name,null,YES,null,NO
information_schema,view_column_usage,table_name,6,name,null,YES,null,NO
information_schema,view_column_usage,column_name,7,name,null,YES,null,NO
information_schema,view_routine_usage,table_catalog,1,name,null,YES,null,NO
information_schema,view_routine_usage,table_schema,2,name,null,YES,null,NO
information_schema,view_routine_usage,table_name,3,name,null,YES,null,NO
information_schema,view_routine_usage,specific_catalog,4,name,null,YES,null,NO
information_schema,view_routine_usage,specific_schema,5,name,null,YES,null,NO
information_schema,view_routine_usage,specific_name,6,name,null,YES,null,NO
information_schema,view_table_usage,view_catalog,1,name,null,YES,null,NO
information_schema,view_table_usage,view_schema,2,name,null,YES,null,NO
information_schema,view_table_usage,view_name,3,name,null,YES,null,NO
information_schema,view_table_usage,table_catalog,4,name,null,YES,null,NO
information_schema,view_table_usage,table_schema,5,name,null,YES,null,NO
information_schema,view_table_usage,table_name,6,name,null,YES,null,NO
information_schema,views,table_catalog,1,name,null,YES,null,NO
information_schema,views,table_schema,2,name,null,YES,null,NO
information_schema,views,table_name,3,name,null,YES,null,NO
information_schema,views,view_definition,4,character varying,null,YES,null,NO
information_schema,views,check_option,5,character varying,null,YES,null,NO
information_schema,views,is_updatable,6,character varying,3,YES,null,NO
information_schema,views,is_insertable_into,7,character varying,3,YES,null,NO
information_schema,views,is_trigger_updatable,8,character varying,3,YES,null,NO
information_schema,views,is_trigger_deletable,9,character varying,3,YES,null,NO
information_schema,views,is_trigger_insertable_into,10,character varying,3,YES,null,NO
pg_catalog,pg_aggregate,aggfnoid,1,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggkind,2,"""char""",null,NO,null,NO
pg_catalog,pg_aggregate,aggnumdirectargs,3,smallint,null,NO,null,NO
pg_catalog,pg_aggregate,aggtransfn,4,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggfinalfn,5,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggcombinefn,6,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggserialfn,7,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggdeserialfn,8,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggmtransfn,9,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggminvtransfn,10,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggmfinalfn,11,regproc,null,NO,null,NO
pg_catalog,pg_aggregate,aggfinalextra,12,boolean,null,NO,null,NO
pg_catalog,pg_aggregate,aggmfinalextra,13,boolean,null,NO,null,NO
pg_catalog,pg_aggregate,aggfinalmodify,14,"""char""",null,NO,null,NO
pg_catalog,pg_aggregate,aggmfinalmodify,15,"""char""",null,NO,null,NO
pg_catalog,pg_aggregate,aggsortop,16,oid,null,NO,null,NO
pg_catalog,pg_aggregate,aggtranstype,17,oid,null,NO,null,NO
pg_catalog,pg_aggregate,aggtransspace,18,integer,null,NO,null,NO
pg_catalog,pg_aggregate,aggmtranstype,19,oid,null,NO,null,NO
pg_catalog,pg_aggregate,aggmtransspace,20,integer,null,NO,null,NO
pg_catalog,pg_aggregate,agginitval,21,text,null,YES,null,NO
pg_catalog,pg_aggregate,aggminitval,22,text,null,YES,null,NO
pg_catalog,pg_am,oid,1,oid,null,NO,null,NO
pg_catalog,pg_am,amname,2,name,null,NO,null,NO
pg_catalog,pg_am,amhandler,3,regproc,null,NO,null,NO
pg_catalog,pg_am,amtype,4,"""char""",null,NO,null,NO
pg_catalog,pg_amop,oid,1,oid,null,NO,null,NO
pg_catalog,pg_amop,amopfamily,2,oid,null,NO,null,NO
pg_catalog,pg_amop,amoplefttype,3,oid,null,NO,null,NO
pg_catalog,pg_amop,amoprighttype,4,oid,null,NO,null,NO
pg_catalog,pg_amop,amopstrategy,5,smallint,null,NO,null,NO
pg_catalog,pg_amop,amoppurpose,6,"""char""",null,NO,null,NO
pg_catalog,pg_amop,amopopr,7,oid,null,NO,null,NO
pg_catalog,pg_amop,amopmethod,8,oid,null,NO,null,NO
pg_catalog,pg_amop,amopsortfamily,9,oid,null,NO,null,NO
pg_catalog,pg_amproc,oid,1,oid,null,NO,null,NO
pg_catalog,pg_amproc,amprocfamily,2,oid,null,NO,null,NO
pg_catalog,pg_amproc,amproclefttype,3,oid,null,NO,null,NO
pg_catalog,pg_amproc,amprocrighttype,4,oid,null,NO,null,NO
pg_catalog,pg_amproc,amprocnum,5,smallint,null,NO,null,NO
pg_catalog,pg_amproc,amproc,6,regproc,null,NO,null,NO
pg_catalog,pg_attrdef,oid,1,oid,null,NO,null,NO
pg_catalog,pg_attrdef,adrelid,2,oid,null,NO,null,NO
pg_catalog,pg_attrdef,adnum,3,smallint,null,NO,null,NO
pg_catalog,pg_attrdef,adbin,4,pg_node_tree,null,NO,null,NO
pg_catalog,pg_attribute,attrelid,1,oid,null,NO,null,NO
pg_catalog,pg_attribute,attname,2,name,null,NO,null,NO
pg_catalog,pg_attribute,atttypid,3,oid,null,NO,null,NO
pg_catalog,pg_attribute,attlen,4,smallint,null,NO,null,NO
pg_catalog,pg_attribute,attnum,5,smallint,null,NO,null,NO
pg_catalog,pg_attribute,attcacheoff,6,integer,null,NO,null,NO
pg_catalog,pg_attribute,atttypmod,7,integer,null,NO,null,NO
pg_catalog,pg_attribute,attndims,8,smallint,null,NO,null,NO
pg_catalog,pg_attribute,attbyval,9,boolean,null,NO,null,NO
pg_catalog,pg_attribute,attalign,10,"""char""",null,NO,null,NO
pg_catalog,pg_attribute,attstorage,11,"""char""",null,NO,null,NO
pg_catalog,pg_attribute,attcompression,12,"""char""",null,NO,null,NO
pg_catalog,pg_attribute,attnotnull,13,boolean,null,NO,null,NO
pg_catalog,pg_attribute,atthasdef,14,boolean,null,NO,null,NO
pg_catalog,pg_attribute,atthasmissing,15,boolean,null,NO,null,NO
pg_catalog,pg_attribute,attidentity,16,"""char""",null,NO,null,NO
pg_catalog,pg_attribute,attgenerated,17,"""char""",null,NO,null,NO
pg_catalog,pg_attribute,attisdropped,18,boolean,null,NO,null,NO
pg_catalog,pg_attribute,attislocal,19,boolean,null,NO,null,NO
pg_catalog,pg_attribute,attinhcount,20,smallint,null,NO,null,NO
pg_catalog,pg_attribute,attcollation,21,oid,null,NO,null,NO
pg_catalog,pg_attribute,attstattarget,22,smallint,null,YES,null,NO
pg_catalog,pg_attribute,attacl,23,ARRAY,null,YES,null,NO
pg_catalog,pg_attribute,attoptions,24,ARRAY,null,YES,null,NO
pg_catalog,pg_attribute,attfdwoptions,25,ARRAY,null,YES,null,NO
pg_catalog,pg_attribute,attmissingval,26,anyarray,null,YES,null,NO
pg_catalog,pg_auth_members,oid,1,oid,null,NO,null,NO
pg_catalog,pg_auth_members,roleid,2,oid,null,NO,null,NO
pg_catalog,pg_auth_members,member,3,oid,null,NO,null,NO
pg_catalog,pg_auth_members,grantor,4,oid,null,NO,null,NO
pg_catalog,pg_auth_members,admin_option,5,boolean,null,NO,null,NO
pg_catalog,pg_auth_members,inherit_option,6,boolean,null,NO,null,NO
pg_catalog,pg_auth_members,set_option,7,boolean,null,NO,null,NO
pg_catalog,pg_authid,oid,1,oid,null,NO,null,NO
pg_catalog,pg_authid,rolname,2,name,null,NO,null,NO
pg_catalog,pg_authid,rolsuper,3,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolinherit,4,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolcreaterole,5,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolcreatedb,6,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolcanlogin,7,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolreplication,8,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolbypassrls,9,boolean,null,NO,null,NO
pg_catalog,pg_authid,rolconnlimit,10,integer,null,NO,null,NO
pg_catalog,pg_authid,rolpassword,11,text,null,YES,null,NO
pg_catalog,pg_authid,rolvaliduntil,12,timestamp with time zone,null,YES,null,NO
pg_catalog,pg_available_extension_versions,name,1,name,null,YES,null,NO
pg_catalog,pg_available_extension_versions,version,2,text,null,YES,null,NO
pg_catalog,pg_available_extension_versions,installed,3,boolean,null,YES,null,NO
pg_catalog,pg_available_extension_versions,superuser,4,boolean,null,YES,null,NO
pg_catalog,pg_available_extension_versions,trusted,5,boolean,null,YES,null,NO
pg_catalog,pg_available_extension_versions,relocatable,6,boolean,null,YES,null,NO
pg_catalog,pg_available_extension_versions,schema,7,name,null,YES,null,NO
pg_catalog,pg_available_extension_versions,requires,8,ARRAY,null,YES,null,NO
pg_catalog,pg_available_extension_versions,comment,9,text,null,YES,null,NO
pg_catalog,pg_available_extensions,name,1,name,null,YES,null,NO
pg_catalog,pg_available_extensions,default_version,2,text,null,YES,null,NO
pg_catalog,pg_available_extensions,installed_version,3,text,null,YES,null,NO
pg_catalog,pg_available_extensions,comment,4,text,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,name,1,text,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,ident,2,text,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,parent,3,text,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,level,4,integer,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,total_bytes,5,bigint,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,total_nblocks,6,bigint,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,free_bytes,7,bigint,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,free_chunks,8,bigint,null,YES,null,NO
pg_catalog,pg_backend_memory_contexts,used_bytes,9,bigint,null,YES,null,NO
pg_catalog,pg_cast,oid,1,oid,null,NO,null,NO
pg_catalog,pg_cast,castsource,2,oid,null,NO,null,NO
pg_catalog,pg_cast,casttarget,3,oid,null,NO,null,NO
pg_catalog,pg_cast,castfunc,4,oid,null,NO,null,NO
pg_catalog,pg_cast,castcontext,5,"""char""",null,NO,null,NO
pg_catalog,pg_cast,castmethod,6,"""char""",null,NO,null,NO
pg_catalog,pg_class,oid,1,oid,null,NO,null,NO
pg_catalog,pg_class,relname,2,name,null,NO,null,NO
pg_catalog,pg_class,relnamespace,3,oid,null,NO,null,NO
pg_catalog,pg_class,reltype,4,oid,null,NO,null,NO
pg_catalog,pg_class,reloftype,5,oid,null,NO,null,NO
pg_catalog,pg_class,relowner,6,oid,null,NO,null,NO
pg_catalog,pg_class,relam,7,oid,null,NO,null,NO
pg_catalog,pg_class,relfilenode,8,oid,null,NO,null,NO
pg_catalog,pg_class,reltablespace,9,oid,null,NO,null,NO
pg_catalog,pg_class,relpages,10,integer,null,NO,null,NO
pg_catalog,pg_class,reltuples,11,real,null,NO,null,NO
pg_catalog,pg_class,relallvisible,12,integer,null,NO,null,NO
pg_catalog,pg_class,reltoastrelid,13,oid,null,NO,null,NO
pg_catalog,pg_class,relhasindex,14,boolean,null,NO,null,NO
pg_catalog,pg_class,relisshared,15,boolean,null,NO,null,NO
pg_catalog,pg_class,relpersistence,16,"""char""",null,NO,null,NO
pg_catalog,pg_class,relkind,17,"""char""",null,NO,null,NO
pg_catalog,pg_class,relnatts,18,smallint,null,NO,null,NO
pg_catalog,pg_class,relchecks,19,smallint,null,NO,null,NO
pg_catalog,pg_class,relhasrules,20,boolean,null,NO,null,NO
pg_catalog,pg_class,relhastriggers,21,boolean,null,NO,null,NO
pg_catalog,pg_class,relhassubclass,22,boolean,null,NO,null,NO
pg_catalog,pg_class,relrowsecurity,23,boolean,null,NO,null,NO
pg_catalog,pg_class,relforcerowsecurity,24,boolean,null,NO,null,NO
pg_catalog,pg_class,relispopulated,25,boolean,null,NO,null,NO
pg_catalog,pg_class,relreplident,26,"""char""",null,NO,null,NO
pg_catalog,pg_class,relispartition,27,boolean,null,NO,null,NO
pg_catalog,pg_class,relrewrite,28,oid,null,NO,null,NO
pg_catalog,pg_class,relfrozenxid,29,xid,null,NO,null,NO
pg_catalog,pg_class,relminmxid,30,xid,null,NO,null,NO
pg_catalog,pg_class,relacl,31,ARRAY,null,YES,null,NO
pg_catalog,pg_class,reloptions,32,ARRAY,null,YES,null,NO
pg_catalog,pg_class,relpartbound,33,pg_node_tree,null,YES,null,NO
pg_catalog,pg_collation,oid,1,oid,null,NO,null,NO
pg_catalog,pg_collation,collname,2,name,null,NO,null,NO
pg_catalog,pg_collation,collnamespace,3,oid,null,NO,null,NO
pg_catalog,pg_collation,collowner,4,oid,null,NO,null,NO
pg_catalog,pg_collation,collprovider,5,"""char""",null,NO,null,NO
pg_catalog,pg_collation,collisdeterministic,6,boolean,null,NO,null,NO
pg_catalog,pg_collation,collencoding,7,integer,null,NO,null,NO
pg_catalog,pg_collation,collcollate,8,text,null,YES,null,NO
pg_catalog,pg_collation,collctype,9,text,null,YES,null,NO
pg_catalog,pg_collation,colllocale,10,text,null,YES,null,NO
pg_catalog,pg_collation,collicurules,11,text,null,YES,null,NO
pg_catalog,pg_collation,collversion,12,text,null,YES,null,NO
pg_catalog,pg_config,name,1,text,null,YES,null,NO
pg_catalog,pg_config,setting,2,text,null,YES,null,NO
pg_catalog,pg_constraint,oid,1,oid,null,NO,null,NO
pg_catalog,pg_constraint,conname,2,name,null,NO,null,NO
pg_catalog,pg_constraint,connamespace,3,oid,null,NO,null,NO
pg_catalog,pg_constraint,contype,4,"""char""",null,NO,null,NO
pg_catalog,pg_constraint,condeferrable,5,boolean,null,NO,null,NO
pg_catalog,pg_constraint,condeferred,6,boolean,null,NO,null,NO
pg_catalog,pg_constraint,convalidated,7,boolean,null,NO,null,NO
pg_catalog,pg_constraint,conrelid,8,oid,null,NO,null,NO
pg_catalog,pg_constraint,contypid,9,oid,null,NO,null,NO
pg_catalog,pg_constraint,conindid,10,oid,null,NO,null,NO
pg_catalog,pg_constraint,conparentid,11,oid,null,NO,null,NO
pg_catalog,pg_constraint,confrelid,12,oid,null,NO,null,NO
pg_catalog,pg_constraint,confupdtype,13,"""char""",null,NO,null,NO
pg_catalog,pg_constraint,confdeltype,14,"""char""",null,NO,null,NO
pg_catalog,pg_constraint,confmatchtype,15,"""char""",null,NO,null,NO
pg_catalog,pg_constraint,conislocal,16,boolean,null,NO,null,NO
pg_catalog,pg_constraint,coninhcount,17,smallint,null,NO,null,NO
pg_catalog,pg_constraint,connoinherit,18,boolean,null,NO,null,NO
pg_catalog,pg_constraint,conkey,19,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,confkey,20,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,conpfeqop,21,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,conppeqop,22,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,conffeqop,23,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,confdelsetcols,24,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,conexclop,25,ARRAY,null,YES,null,NO
pg_catalog,pg_constraint,conbin,26,pg_node_tree,null,YES,null,NO
pg_catalog,pg_conversion,oid,1,oid,null,NO,null,NO
pg_catalog,pg_conversion,conname,2,name,null,NO,null,NO
pg_catalog,pg_conversion,connamespace,3,oid,null,NO,null,NO
pg_catalog,pg_conversion,conowner,4,oid,null,NO,null,NO
pg_catalog,pg_conversion,conforencoding,5,integer,null,NO,null,NO
pg_catalog,pg_conversion,contoencoding,6,integer,null,NO,null,NO
pg_catalog,pg_conversion,conproc,7,regproc,null,NO,null,NO
pg_catalog,pg_conversion,condefault,8,boolean,null,NO,null,NO
pg_catalog,pg_cursors,name,1,text,null,YES,null,NO
pg_catalog,pg_cursors,statement,2,text,null,YES,null,NO
pg_catalog,pg_cursors,is_holdable,3,boolean,null,YES,null,NO
pg_catalog,pg_cursors,is_binary,4,boolean,null,YES,null,NO
pg_catalog,pg_cursors,is_scrollable,5,boolean,null,YES,null,NO
pg_catalog,pg_cursors,creation_time,6,timestamp with time zone,null,YES,null,NO
pg_catalog,pg_database,oid,1,oid,null,NO,null,NO
pg_catalog,pg_database,datname,2,name,null,NO,null,NO
pg_catalog,pg_database,datdba,3,oid,null,NO,null,NO
pg_catalog,pg_database,encoding,4,integer,null,NO,null,NO
pg_catalog,pg_database,datlocprovider,5,"""char""",null,NO,null,NO
pg_catalog,pg_database,datistemplate,6,boolean,null,NO,null,NO
pg_catalog,pg_database,datallowconn,7,boolean,null,NO,null,NO
pg_catalog,pg_database,dathasloginevt,8,boolean,null,NO,null,NO
pg_catalog,pg_database,datconnlimit,9,integer,null,NO,null,NO
pg_catalog,pg_database,datfrozenxid,10,xid,null,NO,null,NO
pg_catalog,pg_database,datminmxid,11,xid,null,NO,null,NO
pg_catalog,pg_database,dattablespace,12,oid,null,NO,null,NO
pg_catalog,pg_database,datcollate,13,text,null,NO,null,NO
pg_catalog,pg_database,datctype,14,text,null,NO,null,NO
pg_catalog,pg_database,datlocale,15,text,null,YES,null,NO
pg_catalog,pg_database,daticurules,16,text,null,YES,null,NO
pg_catalog,pg_database,datcollversion,17,text,null,YES,null,NO
pg_catalog,pg_database,datacl,18,ARRAY,null,YES,null,NO
pg_catalog,pg_db_role_setting,setdatabase,1,oid,null,NO,null,NO
pg_catalog,pg_db_role_setting,setrole,2,oid,null,NO,null,NO
pg_catalog,pg_db_role_setting,setconfig,3,ARRAY,null,YES,null,NO
pg_catalog,pg_default_acl,oid,1,oid,null,NO,null,NO
pg_catalog,pg_default_acl,defaclrole,2,oid,null,NO,null,NO
pg_catalog,pg_default_acl,defaclnamespace,3,oid,null,NO,null,NO
pg_catalog,pg_default_acl,defaclobjtype,4,"""char""",null,NO,null,NO
pg_catalog,pg_default_acl,defaclacl,5,ARRAY,null,NO,null,NO
pg_catalog,pg_depend,classid,1,oid,null,NO,null,NO
pg_catalog,pg_depend,objid,2,oid,null,NO,null,NO
pg_catalog,pg_depend,objsubid,3,integer,null,NO,null,NO
pg_catalog,pg_depend,refclassid,4,oid,null,NO,null,NO
pg_catalog,pg_depend,refobjid,5,oid,null,NO,null,NO
pg_catalog,pg_depend,refobjsubid,6,integer,null,NO,null,NO
pg_catalog,pg_depend,deptype,7,"""char""",null,NO,null,NO
pg_catalog,pg_description,objoid,1,oid,null,NO,null,NO
pg_catalog,pg_description,classoid,2,oid,null,NO,null,NO
pg_catalog,pg_description,objsubid,3,integer,null,NO,null,NO
pg_catalog,pg_description,description,4,text,null,NO,null,NO
pg_catalog,pg_enum,oid,1,oid,null,NO,null,NO
pg_catalog,pg_enum,enumtypid,2,oid,null,NO,null,NO
pg_catalog,pg_enum,enumsortorder,3,real,null,NO,null,NO
pg_catalog,pg_enum,enumlabel,4,name,null,NO,null,NO
pg_catalog,pg_event_trigger,oid,1,oid,null,NO,null,NO
pg_catalog,pg_event_trigger,evtname,2,name,null,NO,null,NO
pg_catalog,pg_event_trigger,evtevent,3,name,null,NO,null,NO
pg_catalog,pg_event_trigger,evtowner,4,oid,null,NO,null,NO
pg_catalog,pg_event_trigger,evtfoid,5,oid,null,NO,null,NO
pg_catalog,pg_event_trigger,evtenabled,6,"""char""",null,NO,null,NO
pg_catalog,pg_event_trigger,evttags,7,ARRAY,null,YES,null,NO
pg_catalog,pg_extension,oid,1,oid,null,NO,null,NO
pg_catalog,pg_extension,extname,2,name,null,NO,null,NO
pg_catalog,pg_extension,extowner,3,oid,null,NO,null,NO
pg_catalog,pg_extension,extnamespace,4,oid,null,NO,null,NO
pg_catalog,pg_extension,extrelocatable,5,boolean,null,NO,null,NO
pg_catalog,pg_extension,extversion,6,text,null,NO,null,NO
pg_catalog,pg_extension,extconfig,7,ARRAY,null,YES,null,NO
pg_catalog,pg_extension,extcondition,8,ARRAY,null,YES,null,NO
pg_catalog,pg_file_settings,sourcefile,1,text,null,YES,null,NO
pg_catalog,pg_file_settings,sourceline,2,integer,null,YES,null,NO
pg_catalog,pg_file_settings,seqno,3,integer,null,YES,null,NO
pg_catalog,pg_file_settings,name,4,text,null,YES,null,NO
pg_catalog,pg_file_settings,setting,5,text,null,YES,null,NO
pg_catalog,pg_file_settings,applied,6,boolean,null,YES,null,NO
pg_catalog,pg_file_settings,error,7,text,null,YES,null,NO
pg_catalog,pg_foreign_data_wrapper,oid,1,oid,null,NO,null,NO
pg_catalog,pg_foreign_data_wrapper,fdwname,2,name,null,NO,null,NO
pg_catalog,pg_foreign_data_wrapper,fdwowner,3,oid,null,NO,null,NO
pg_catalog,pg_foreign_data_wrapper,fdwhandler,4,oid,null,NO,null,NO
pg_catalog,pg_foreign_data_wrapper,fdwvalidator,5,oid,null,NO,null,NO
pg_catalog,pg_foreign_data_wrapper,fdwacl,6,ARRAY,null,YES,null,NO
pg_catalog,pg_foreign_data_wrapper,fdwoptions,7,ARRAY,null,YES,null,NO
pg_catalog,pg_foreign_server,oid,1,oid,null,NO,null,NO
pg_catalog,pg_foreign_server,srvname,2,name,null,NO,null,NO
pg_catalog,pg_foreign_server,srvowner,3,oid,null,NO,null,NO
pg_catalog,pg_foreign_server,srvfdw,4,oid,null,NO,null,NO
pg_catalog,pg_foreign_server,srvtype,5,text,null,YES,null,NO
pg_catalog,pg_foreign_server,srvversion,6,text,null,YES,null,NO
pg_catalog,pg_foreign_server,srvacl,7,ARRAY,null,YES,null,NO
pg_catalog,pg_foreign_server,srvoptions,8,ARRAY,null,YES,null,NO
pg_catalog,pg_foreign_table,ftrelid,1,oid,null,NO,null,NO
pg_catalog,pg_foreign_table,ftserver,2,oid,null,NO,null,NO
pg_catalog,pg_foreign_table,ftoptions,3,ARRAY,null,YES,null,NO
pg_catalog,pg_group,groname,1,name,null,YES,null,NO
pg_catalog,pg_group,grosysid,2,oid,null,YES,null,NO
pg_catalog,pg_group,grolist,3,ARRAY,null,YES,null,NO
pg_catalog,pg_hba_file_rules,rule_number,1,integer,null,YES,null,NO
pg_catalog,pg_hba_file_rules,file_name,2,text,null,YES,null,NO
pg_catalog,pg_hba_file_rules,line_number,3,integer,null,YES,null,NO
pg_catalog,pg_hba_file_rules,type,4,text,null,YES,null,NO
pg_catalog,pg_hba_file_rules,database,5,ARRAY,null,YES,null,NO
pg_catalog,pg_hba_file_rules,user_name,6,ARRAY,null,YES,null,NO
pg_catalog,pg_hba_file_rules,address,7,text,null,YES,null,NO
pg_catalog,pg_hba_file_rules,netmask,8,text,null,YES,null,NO
pg_catalog,pg_hba_file_rules,auth_method,9,text,null,YES,null,NO
pg_catalog,pg_hba_file_rules,options,10,ARRAY,null,YES,null,NO
pg_catalog,pg_hba_file_rules,error,11,text,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,map_number,1,integer,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,file_name,2,text,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,line_number,3,integer,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,map_name,4,text,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,sys_name,5,text,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,pg_username,6,text,null,YES,null,NO
pg_catalog,pg_ident_file_mappings,error,7,text,null,YES,null,NO
pg_catalog,pg_index,indexrelid,1,oid,null,NO,null,NO
pg_catalog,pg_index,indrelid,2,oid,null,NO,null,NO
pg_catalog,pg_index,indnatts,3,smallint,null,NO,null,NO
pg_catalog,pg_index,indnkeyatts,4,smallint,null,NO,null,NO
pg_catalog,pg_index,indisunique,5,boolean,null,NO,null,NO
pg_catalog,pg_index,indnullsnotdistinct,6,boolean,null,NO,null,NO
pg_catalog,pg_index,indisprimary,7,boolean,null,NO,null,NO
pg_catalog,pg_index,indisexclusion,8,boolean,null,NO,null,NO
pg_catalog,pg_index,indimmediate,9,boolean,null,NO,null,NO
pg_catalog,pg_index,indisclustered,10,boolean,null,NO,null,NO
pg_catalog,pg_index,indisvalid,11,boolean,null,NO,null,NO
pg_catalog,pg_index,indcheckxmin,12,boolean,null,NO,null,NO
pg_catalog,pg_index,indisready,13,boolean,null,NO,null,NO
pg_catalog,pg_index,indislive,14,boolean,null,NO,null,NO
pg_catalog,pg_index,indisreplident,15,boolean,null,NO,null,NO
pg_catalog,pg_index,indkey,16,ARRAY,null,NO,null,NO
pg_catalog,pg_index,indcollation,17,ARRAY,null,NO,null,NO
pg_catalog,pg_index,indclass,18,ARRAY,null,NO,null,NO
pg_catalog,pg_index,indoption,19,ARRAY,null,NO,null,NO
pg_catalog,pg_index,indexprs,20,pg_node_tree,null,YES,null,NO
pg_catalog,pg_index,indpred,21,pg_node_tree,null,YES,null,NO
pg_catalog,pg_indexes,schemaname,1,name,null,YES,null,NO
pg_catalog,pg_indexes,tablename,2,name,null,YES,null,NO
pg_catalog,pg_indexes,indexname,3,name,null,YES,null,NO
pg_catalog,pg_indexes,tablespace,4,name,null,YES,null,NO
pg_catalog,pg_indexes,indexdef,5,text,null,YES,null,NO
pg_catalog,pg_inherits,inhrelid,1,oid,null,NO,null,NO
pg_catalog,pg_inherits,inhparent,2,oid,null,NO,null,NO
pg_catalog,pg_inherits,inhseqno,3,integer,null,NO,null,NO
pg_catalog,pg_inherits,inhdetachpending,4,boolean,null,NO,null,NO
pg_catalog,pg_init_privs,objoid,1,oid,null,NO,null,NO
pg_catalog,pg_init_privs,classoid,2,oid,null,NO,null,NO
pg_catalog,pg_init_privs,objsubid,3,integer,null,NO,null,NO
pg_catalog,pg_init_privs,privtype,4,"""char""",null,NO,null,NO
pg_catalog,pg_init_privs,initprivs,5,ARRAY,null,NO,null,NO
pg_catalog,pg_language,oid,1,oid,null,NO,null,NO
pg_catalog,pg_language,lanname,2,name,null,NO,null,NO
pg_catalog,pg_language,lanowner,3,oid,null,NO,null,NO
pg_catalog,pg_language,lanispl,4,boolean,null,NO,null,NO
pg_catalog,pg_language,lanpltrusted,5,boolean,null,NO,null,NO
pg_catalog,pg_language,lanplcallfoid,6,oid,null,NO,null,NO
pg_catalog,pg_language,laninline,7,oid,null,NO,null,NO
pg_catalog,pg_language,lanvalidator,8,oid,null,NO,null,NO
pg_catalog,pg_language,lanacl,9,ARRAY,null,YES,null,NO
pg_catalog,pg_largeobject,loid,1,oid,null,NO,null,NO
pg_catalog,pg_largeobject,pageno,2,integer,null,NO,null,NO
pg_catalog,pg_largeobject,data,3,bytea,null,NO,null,NO
pg_catalog,pg_largeobject_metadata,oid,1,oid,null,NO,null,NO
pg_catalog,pg_largeobject_metadata,lomowner,2,oid,null,NO,null,NO
pg_catalog,pg_largeobject_metadata,lomacl,3,ARRAY,null,YES,null,NO
pg_catalog,pg_locks,locktype,1,text,null,YES,null,NO
pg_catalog,pg_locks,database,2,oid,null,YES,null,NO
pg_catalog,pg_locks,relation,3,oid,null,YES,null,NO
pg_catalog,pg_locks,page,4,integer,null,YES,null,NO
pg_catalog,pg_locks,tuple,5,smallint,null,YES,null,NO
